loan_id,loan_number,customer_id,product_id,branch_id,officer_id,loan_type,loan_amount,outstanding_amount,interest_rate,tenure_months,start_date,maturity_date,credit_grade,loan_status
LN01136,LN8920001136,CU01501,PR013,BR008,OF0082,HOME_LOAN,3078378.07,591373.59,10.54,180,2019-10-03,2034-10-03,A,DEFAULTED
LN01137,LN5975001137,CU02703,PR012,BR003,OF0044,PERSONAL_LOAN,2759462.31,2010681.69,15.77,60,2019-10-24,2024-10-24,A,DEFAULTED
LN01138,LN4889001138,CU03066,PR015,BR002,OF0086,HOME_LOAN,2599758.61,1637183.81,14.43,12,2021-03-20,2022-03-20,B,ACTIVE
LN01139,LN5484001139,CU03646,PR014,BR006,OF0012,HOME_LOAN,4847472.46,1811737.28,13.14,120,2019-12-23,2029-12-23,C,ACTIVE
LN01140,LN7823001140,CU01170,PR012,BR004,OF0084,PERSONAL_LOAN,3836312.14,1646061.47,13.18,120,2023-08-09,2033-08-09,B,CLOSED
LN01141,LN3734001141,CU04584,PR014,BR001,OF0019,HOME_LOAN,2514189.31,1977171.55,15.68,120,2019-02-08,2029-02-08,B,ACTIVE
LN01142,LN9993001142,CU02641,PR011,BR007,OF0056,PERSONAL_LOAN,2771336.64,465192.02,8.16,180,2023-12-11,2038-12-11,C,ACTIVE
LN01143,LN2590001143,CU04868,PR012,BR009,OF0052,PERSONAL_LOAN,446525.17,187395.75,10.77,60,2023-01-31,2028-01-31,B,ACTIVE
LN01144,LN8484001144,CU04275,PR011,BR004,OF0063,PERSONAL_LOAN,166749.64,71169.33,8.44,180,2022-03-03,2037-03-03,A,CLOSED
LN01145,LN9354001145,CU03862,PR012,BR002,OF0026,PERSONAL_LOAN,4482328.80,3588384.58,11.17,36,2021-06-17,2024-06-17,A,ACTIVE
LN01146,LN1899001146,CU03253,PR012,BR006,OF0092,PERSONAL_LOAN,2765384.27,1030211.29,14.72,180,2024-07-06,2039-07-06,A,DEFAULTED
LN01147,LN5738001147,CU02507,PR014,BR008,OF0082,HOME_LOAN,512750.59,427434.83,12.28,12,2020-08-12,2021-08-12,B,ACTIVE
LN01148,LN6465001148,CU02432,PR014,BR004,OF0063,HOME_LOAN,3960972.64,1999650.52,7.24,240,2023-09-23,2043-09-23,B,ACTIVE
LN01149,LN5313001149,CU03539,PR014,BR003,OF0032,HOME_LOAN,1215726.59,265900.28,14.93,12,2022-06-24,2023-06-24,B,ACTIVE
LN01150,LN4248001150,CU01404,PR010,BR010,OF0088,PERSONAL_LOAN,3933506.62,2665254.70,11.19,180,2024-10-14,2039-10-14,B,ACTIVE
LN01151,LN8363001151,CU02553,PR013,BR009,OF0057,HOME_LOAN,4133611.76,3694172.80,10.31,120,2021-10-05,2031-10-05,C,ACTIVE
LN01152,LN5509001152,CU02390,PR012,BR009,OF0052,PERSONAL_LOAN,291301.79,235986.37,12.14,60,2024-02-12,2029-02-12,C,DEFAULTED
LN01153,LN5234001153,CU04808,PR011,BR005,OF0010,PERSONAL_LOAN,4825704.40,2080488.98,12.64,180,2022-07-07,2037-07-07,B,ACTIVE
LN01154,LN9809001154,CU03448,PR011,BR002,OF0073,PERSONAL_LOAN,3395219.91,813459.80,15.57,120,2019-08-10,2029-08-10,B,CLOSED
LN01155,LN2203001155,CU03978,PR010,BR006,OF0054,PERSONAL_LOAN,282457.66,92343.36,8.85,60,2021-09-25,2026-09-25,B,DEFAULTED
LN01156,LN9585001156,CU00511,PR013,BR002,OF0086,HOME_LOAN,1536361.55,1105844.97,11.72,24,2021-07-26,2023-07-26,D,DEFAULTED
LN01157,LN6917001157,CU03315,PR014,BR001,OF0019,HOME_LOAN,182251.90,122251.01,7.27,36,2018-11-07,2021-11-07,A,ACTIVE
LN01158,LN2659001158,CU02295,PR012,BR008,OF0093,PERSONAL_LOAN,504916.31,421736.22,12.83,24,2018-03-18,2020-03-18,A,ACTIVE
LN01159,LN4124001159,CU04937,PR013,BR001,OF0074,HOME_LOAN,1674948.97,1397207.88,12.46,36,2022-04-25,2025-04-25,C,CLOSED
LN01160,LN8001001160,CU03197,PR015,BR001,OF0031,HOME_LOAN,3258774.20,3046663.26,14.95,120,2019-05-22,2029-05-22,D,ACTIVE
LN01161,LN1630001161,CU01884,PR010,BR001,OF0019,PERSONAL_LOAN,3282616.90,1172745.74,15.48,24,2020-11-12,2022-11-12,A,CLOSED
LN01162,LN6600001162,CU02097,PR010,BR002,OF0026,PERSONAL_LOAN,865109.85,862983.50,13.63,24,2018-02-12,2020-02-12,D,ACTIVE
LN01163,LN3819001163,CU03369,PR011,BR009,OF0067,PERSONAL_LOAN,1072222.08,201306.12,10.14,24,2020-04-28,2022-04-28,A,DEFAULTED
LN01164,LN6238001164,CU02762,PR010,BR007,OF0051,PERSONAL_LOAN,3379695.78,2216675.60,7.64,120,2023-02-13,2033-02-13,B,ACTIVE
LN01165,LN5731001165,CU02175,PR013,BR006,OF0092,HOME_LOAN,1319543.10,676236.29,15.70,120,2021-06-07,2031-06-07,C,DEFAULTED
LN01166,LN9667001166,CU03182,PR015,BR006,OF0018,HOME_LOAN,3273266.29,2020985.06,9.72,240,2022-01-31,2042-01-31,A,ACTIVE
LN01167,LN1536001167,CU02969,PR011,BR009,OF0099,PERSONAL_LOAN,1378068.70,205764.25,15.44,24,2022-10-04,2024-10-04,C,CLOSED
LN01168,LN2891001168,CU00134,PR011,BR001,OF0031,PERSONAL_LOAN,2671811.27,2618901.44,14.94,120,2021-10-09,2031-10-09,B,ACTIVE
LN01169,LN3476001169,CU04198,PR015,BR006,OF0024,HOME_LOAN,4904079.30,4570656.42,8.44,180,2024-10-27,2039-10-27,B,CLOSED
LN01170,LN8068001170,CU04077,PR012,BR003,OF0045,PERSONAL_LOAN,2992080.25,911191.31,7.56,12,2018-05-04,2019-05-04,A,DEFAULTED
LN01171,LN2024001171,CU00659,PR011,BR009,OF0016,PERSONAL_LOAN,1574267.21,336976.46,14.90,36,2020-07-05,2023-07-05,C,CLOSED
LN01172,LN3074001172,CU04154,PR015,BR008,OF0082,HOME_LOAN,870159.94,288954.96,9.65,120,2023-07-03,2033-07-03,B,ACTIVE
LN01173,LN2552001173,CU00466,PR015,BR009,OF0011,HOME_LOAN,463565.32,341479.47,13.45,60,2024-12-30,2029-12-30,C,DEFAULTED
LN01174,LN9601001174,CU03523,PR011,BR006,OF0054,PERSONAL_LOAN,4006727.55,3353545.11,7.46,24,2018-01-06,2020-01-06,B,CLOSED
LN01175,LN4673001175,CU01809,PR010,BR003,OF0044,PERSONAL_LOAN,572729.97,91170.78,10.58,180,2024-01-02,2039-01-02,A,ACTIVE
LN01176,LN7925001176,CU04267,PR012,BR006,OF0094,PERSONAL_LOAN,3351197.45,3207687.44,11.90,180,2022-01-21,2037-01-21,C,ACTIVE
LN01177,LN7529001177,CU03147,PR012,BR003,OF0078,PERSONAL_LOAN,633098.14,322456.32,12.72,36,2019-09-22,2022-09-22,C,CLOSED
LN01178,LN6026001178,CU04214,PR011,BR006,OF0092,PERSONAL_LOAN,2369201.88,1116797.75,8.03,180,2022-10-24,2037-10-24,B,CLOSED
LN01179,LN6183001179,CU00968,PR015,BR009,OF0058,HOME_LOAN,63697.21,40030.40,9.22,24,2022-07-13,2024-07-13,A,ACTIVE
LN01180,LN1182001180,CU01210,PR013,BR006,OF0018,HOME_LOAN,2717361.41,1778061.29,11.20,12,2021-12-04,2022-12-04,B,DEFAULTED
LN01181,LN7881001181,CU00293,PR014,BR006,OF0050,HOME_LOAN,4251170.63,3223899.81,15.48,180,2023-08-28,2038-08-28,A,ACTIVE
LN01182,LN6480001182,CU03522,PR010,BR001,OF0083,PERSONAL_LOAN,3238579.35,2717806.21,10.24,240,2019-05-29,2039-05-29,A,CLOSED
LN01183,LN4805001183,CU00149,PR010,BR006,OF0018,PERSONAL_LOAN,431088.92,231817.60,14.53,36,2022-03-31,2025-03-31,B,CLOSED
LN01184,LN6306001184,CU01489,PR010,BR008,OF0075,PERSONAL_LOAN,857157.25,714399.69,14.51,180,2020-02-27,2035-02-27,A,ACTIVE
LN01185,LN6151001185,CU04990,PR014,BR003,OF0038,HOME_LOAN,3107435.09,2565799.76,15.47,36,2024-11-21,2027-11-21,B,ACTIVE
LN01186,LN2396001186,CU01568,PR010,BR001,OF0074,PERSONAL_LOAN,2004401.30,1472352.07,14.80,36,2023-09-03,2026-09-03,D,CLOSED
LN01187,LN7542001187,CU02477,PR013,BR006,OF0054,HOME_LOAN,162267.32,152245.90,13.26,120,2020-04-22,2030-04-22,B,CLOSED
LN01188,LN3633001188,CU03938,PR015,BR001,OF0083,HOME_LOAN,2030859.04,1317542.03,13.06,60,2020-03-29,2025-03-29,B,CLOSED
LN01189,LN3783001189,CU01038,PR014,BR009,OF0091,HOME_LOAN,4084119.50,3047808.03,13.14,120,2024-04-07,2034-04-07,B,CLOSED
LN01190,LN2871001190,CU03033,PR015,BR007,OF0090,HOME_LOAN,3548847.23,568998.65,9.74,36,2019-09-20,2022-09-20,A,ACTIVE
LN01191,LN4480001191,CU00301,PR013,BR003,OF0001,HOME_LOAN,302373.62,114028.83,9.53,240,2024-09-28,2044-09-28,A,CLOSED
LN01192,LN8395001192,CU03221,PR011,BR010,OF0004,PERSONAL_LOAN,1253373.67,423730.11,13.35,180,2022-05-01,2037-05-01,B,CLOSED
LN01193,LN1841001193,CU03942,PR014,BR010,OF0033,HOME_LOAN,1615562.31,265400.02,7.18,240,2019-05-19,2039-05-19,A,DEFAULTED
LN01194,LN8693001194,CU01693,PR014,BR008,OF0064,HOME_LOAN,3676338.44,533552.28,15.42,12,2018-07-27,2019-07-27,B,ACTIVE
LN01195,LN5470001195,CU03290,PR015,BR003,OF0037,HOME_LOAN,1598632.70,666156.28,12.42,120,2024-06-23,2034-06-23,B,DEFAULTED
LN01196,LN5692001196,CU03642,PR013,BR006,OF0018,HOME_LOAN,4780034.40,951564.65,11.24,240,2022-05-08,2042-05-08,C,DEFAULTED
LN01197,LN8403001197,CU03445,PR015,BR001,OF0031,HOME_LOAN,1845433.15,1373380.28,11.03,36,2024-01-04,2027-01-04,B,CLOSED
LN01198,LN5069001198,CU02717,PR011,BR006,OF0094,PERSONAL_LOAN,4142711.46,2655497.60,11.09,60,2018-08-05,2023-08-05,A,DEFAULTED
LN01199,LN4818001199,CU02734,PR012,BR008,OF0075,PERSONAL_LOAN,4367173.31,4076897.83,11.68,60,2023-12-28,2028-12-28,C,CLOSED
LN01200,LN8895001200,CU00892,PR014,BR001,OF0074,HOME_LOAN,3739466.20,1278422.64,12.60,24,2023-02-05,2025-02-05,B,CLOSED
LN01201,LN9193001201,CU03023,PR015,BR005,OF0034,HOME_LOAN,3533606.62,1216655.56,8.31,120,2024-08-26,2034-08-26,B,DEFAULTED
LN01202,LN8417001202,CU03188,PR011,BR006,OF0081,PERSONAL_LOAN,1205753.45,181505.75,11.77,120,2022-04-23,2032-04-23,A,DEFAULTED
LN01203,LN8268001203,CU02741,PR015,BR001,OF0019,HOME_LOAN,3009972.77,2768459.98,9.81,180,2022-03-22,2037-03-22,A,ACTIVE
LN01204,LN2963001204,CU02688,PR014,BR001,OF0031,HOME_LOAN,4060523.83,971045.65,11.40,60,2022-07-27,2027-07-27,C,ACTIVE
LN01205,LN4180001205,CU01047,PR012,BR009,OF0067,PERSONAL_LOAN,4135376.02,3075877.84,13.68,36,2019-09-06,2022-09-06,B,ACTIVE
LN01206,LN7146001206,CU03868,PR010,BR002,OF0066,PERSONAL_LOAN,2567099.83,617770.07,9.52,60,2021-06-26,2026-06-26,B,DEFAULTED
LN01207,LN2528001207,CU04638,PR012,BR007,OF0049,PERSONAL_LOAN,419140.27,62134.00,14.13,24,2019-10-03,2021-10-03,B,DEFAULTED
LN01208,LN8686001208,CU00991,PR015,BR002,OF0079,HOME_LOAN,1945951.93,498869.45,14.75,60,2021-06-19,2026-06-19,C,DEFAULTED
LN01209,LN3847001209,CU03545,PR011,BR006,OF0054,PERSONAL_LOAN,1422805.62,1145493.53,8.48,180,2023-08-04,2038-08-04,B,DEFAULTED
LN01210,LN3257001210,CU03329,PR015,BR004,OF0046,HOME_LOAN,4594692.64,1140966.21,12.81,24,2018-07-16,2020-07-16,C,CLOSED
LN01211,LN2507001211,CU01753,PR012,BR008,OF0075,PERSONAL_LOAN,3261949.08,2578853.74,9.12,12,2018-04-09,2019-04-09,B,DEFAULTED
LN01212,LN1973001212,CU00375,PR011,BR003,OF0037,PERSONAL_LOAN,2313349.35,476554.18,9.15,120,2021-09-03,2031-09-03,C,CLOSED
LN01213,LN9215001213,CU03785,PR014,BR005,OF0100,HOME_LOAN,2281527.35,1491558.36,10.50,24,2020-03-30,2022-03-30,B,DEFAULTED
LN01214,LN6737001214,CU02494,PR011,BR007,OF0056,PERSONAL_LOAN,3204166.14,1264967.55,9.45,240,2022-10-31,2042-10-31,A,ACTIVE
LN01215,LN7437001215,CU04273,PR012,BR002,OF0073,PERSONAL_LOAN,1955483.20,933516.50,15.95,120,2024-12-29,2034-12-29,A,ACTIVE
LN01216,LN8328001216,CU00753,PR013,BR006,OF0048,HOME_LOAN,3810430.84,1616503.78,11.22,180,2022-09-11,2037-09-11,A,ACTIVE
LN01217,LN3155001217,CU02802,PR015,BR006,OF0050,HOME_LOAN,4693387.49,1668782.43,9.25,120,2021-01-18,2031-01-18,B,ACTIVE
LN01218,LN2952001218,CU04698,PR012,BR010,OF0014,PERSONAL_LOAN,2115481.64,815304.88,9.26,12,2022-08-23,2023-08-23,C,CLOSED
LN01219,LN5572001219,CU04074,PR011,BR005,OF0055,PERSONAL_LOAN,410477.47,141487.20,14.45,36,2019-08-30,2022-08-30,B,ACTIVE
LN01220,LN8255001220,CU02862,PR015,BR006,OF0048,HOME_LOAN,1048570.75,163559.77,13.03,36,2019-12-23,2022-12-23,B,CLOSED
LN01221,LN7458001221,CU04209,PR011,BR004,OF0027,PERSONAL_LOAN,1427930.90,414038.50,11.14,12,2018-03-10,2019-03-10,B,ACTIVE
LN01222,LN4924001222,CU02296,PR014,BR008,OF0061,HOME_LOAN,1496186.19,547223.50,15.62,180,2024-03-11,2039-03-11,A,DEFAULTED
LN01223,LN1940001223,CU00455,PR014,BR008,OF0082,HOME_LOAN,2088682.47,779157.20,10.78,120,2021-07-08,2031-07-08,B,ACTIVE
LN01224,LN2557001224,CU03206,PR015,BR003,OF0025,HOME_LOAN,246262.19,151352.34,10.17,24,2018-12-15,2020-12-15,B,CLOSED
LN01225,LN2980001225,CU00251,PR012,BR006,OF0018,PERSONAL_LOAN,4978336.91,533993.13,9.43,120,2022-03-26,2032-03-26,B,ACTIVE
LN01226,LN3900001226,CU00091,PR015,BR003,OF0045,HOME_LOAN,202182.92,119805.86,14.86,180,2018-07-27,2033-07-27,C,ACTIVE
LN01227,LN4008001227,CU01918,PR010,BR008,OF0082,PERSONAL_LOAN,4636706.50,3640622.44,8.16,60,2021-06-02,2026-06-02,C,DEFAULTED
LN01228,LN9934001228,CU02294,PR013,BR009,OF0070,HOME_LOAN,3814991.61,2716810.98,15.89,180,2019-10-27,2034-10-27,A,CLOSED
LN01229,LN1035001229,CU04343,PR011,BR010,OF0059,PERSONAL_LOAN,4794889.40,618656.49,15.38,180,2023-03-01,2038-03-01,B,DEFAULTED
LN01230,LN6672001230,CU01296,PR014,BR005,OF0071,HOME_LOAN,4106380.42,1360444.49,11.65,240,2024-08-13,2044-08-13,B,CLOSED
LN01231,LN1728001231,CU00266,PR012,BR002,OF0079,PERSONAL_LOAN,2406781.30,2033721.34,12.56,12,2024-02-28,2025-02-28,B,ACTIVE
LN01232,LN8204001232,CU00080,PR011,BR010,OF0014,PERSONAL_LOAN,442026.94,48447.27,15.80,12,2023-02-03,2024-02-03,B,CLOSED
LN01233,LN8017001233,CU01916,PR010,BR008,OF0036,PERSONAL_LOAN,3012220.21,712237.61,14.34,12,2018-07-31,2019-07-31,B,CLOSED
LN01234,LN9876001234,CU03599,PR014,BR008,OF0036,HOME_LOAN,1998140.03,1650668.32,9.62,240,2023-06-19,2043-06-19,B,ACTIVE
LN01235,LN2293001235,CU03402,PR010,BR002,OF0026,PERSONAL_LOAN,2473654.55,440390.10,7.40,12,2019-11-16,2020-11-16,A,DEFAULTED
LN01236,LN7077001236,CU02193,PR012,BR007,OF0051,PERSONAL_LOAN,1262209.84,1020685.16,13.74,240,2019-05-20,2039-05-20,A,CLOSED
LN01237,LN4493001237,CU00260,PR012,BR006,OF0054,PERSONAL_LOAN,4695075.16,758551.23,11.86,120,2022-10-23,2032-10-23,C,DEFAULTED
LN01238,LN1893001238,CU00313,PR010,BR006,OF0081,PERSONAL_LOAN,1470932.66,923721.12,12.62,120,2024-09-27,2034-09-27,D,CLOSED
LN01239,LN3712001239,CU00795,PR010,BR010,OF0088,PERSONAL_LOAN,592175.83,451869.51,14.21,180,2020-02-10,2035-02-10,B,ACTIVE
LN01240,LN8735001240,CU04431,PR012,BR008,OF0064,PERSONAL_LOAN,3025096.29,1754082.52,14.79,240,2019-05-31,2039-05-31,C,DEFAULTED
LN01241,LN1360001241,CU01443,PR010,BR001,OF0003,PERSONAL_LOAN,3390344.02,2853806.84,7.36,240,2022-08-10,2042-08-10,B,DEFAULTED
LN01242,LN5649001242,CU00744,PR012,BR005,OF0029,PERSONAL_LOAN,643422.57,184306.13,13.58,240,2020-04-01,2040-04-01,B,DEFAULTED
LN01243,LN4831001243,CU00732,PR014,BR004,OF0047,HOME_LOAN,525932.99,158377.26,15.26,36,2022-10-19,2025-10-19,B,ACTIVE
LN01244,LN8702001244,CU02263,PR015,BR004,OF0063,HOME_LOAN,4376430.82,3445665.60,13.43,240,2018-07-26,2038-07-26,A,ACTIVE
LN01245,LN8491001245,CU01109,PR014,BR002,OF0007,HOME_LOAN,2865277.58,1860908.20,14.84,240,2020-07-10,2040-07-10,B,ACTIVE
LN01246,LN9313001246,CU00657,PR010,BR001,OF0003,PERSONAL_LOAN,4862923.42,2775021.42,8.84,36,2018-09-19,2021-09-19,B,CLOSED
LN01247,LN6892001247,CU01959,PR014,BR005,OF0085,HOME_LOAN,4196626.91,1959821.43,15.85,12,2023-12-30,2024-12-30,A,ACTIVE
LN01248,LN9075001248,CU00723,PR012,BR003,OF0035,PERSONAL_LOAN,2814975.61,1503800.03,12.59,24,2024-01-30,2026-01-30,C,DEFAULTED
LN01249,LN5976001249,CU04162,PR015,BR005,OF0040,HOME_LOAN,2210564.39,677072.58,10.71,24,2019-03-26,2021-03-26,B,DEFAULTED
LN01250,LN3931001250,CU04495,PR010,BR002,OF0079,PERSONAL_LOAN,1331268.03,1135828.67,13.22,180,2022-10-26,2037-10-26,A,DEFAULTED
LN01251,LN4860001251,CU03077,PR013,BR009,OF0011,HOME_LOAN,4500558.82,1189017.72,7.66,120,2023-07-14,2033-07-14,B,ACTIVE
LN01252,LN4030001252,CU01787,PR011,BR010,OF0004,PERSONAL_LOAN,4632544.61,996065.90,10.31,240,2023-07-16,2043-07-16,C,DEFAULTED
LN01253,LN8989001253,CU02266,PR014,BR001,OF0019,HOME_LOAN,1222733.85,752148.74,8.87,240,2023-06-07,2043-06-07,B,ACTIVE
LN01254,LN3560001254,CU01208,PR011,BR008,OF0093,PERSONAL_LOAN,4878890.49,4050160.82,15.63,120,2020-11-25,2030-11-25,B,DEFAULTED
LN01255,LN4435001255,CU04666,PR014,BR009,OF0076,HOME_LOAN,360121.21,350482.76,14.00,180,2020-08-08,2035-08-08,C,ACTIVE
LN01256,LN3307001256,CU04015,PR013,BR002,OF0086,HOME_LOAN,2413456.76,1699984.20,10.69,180,2018-09-05,2033-09-05,A,CLOSED
LN01257,LN1369001257,CU02600,PR015,BR008,OF0075,HOME_LOAN,3871050.53,1958305.82,11.69,240,2020-11-04,2040-11-04,A,DEFAULTED
LN01258,LN2456001258,CU02887,PR014,BR007,OF0056,HOME_LOAN,144263.14,27866.43,7.32,36,2023-02-06,2026-02-06,A,ACTIVE
LN01259,LN4742001259,CU04816,PR014,BR010,OF0006,HOME_LOAN,2642966.49,684197.50,10.35,240,2022-01-29,2042-01-29,B,ACTIVE
LN01260,LN1539001260,CU00050,PR010,BR003,OF0039,PERSONAL_LOAN,3403609.08,2498911.01,12.68,12,2023-05-07,2024-05-07,A,ACTIVE
LN01261,LN6601001261,CU00059,PR011,BR001,OF0083,PERSONAL_LOAN,4174572.85,1434521.06,11.70,120,2022-09-09,2032-09-09,C,DEFAULTED
LN01262,LN3513001262,CU00771,PR013,BR006,OF0018,HOME_LOAN,2116485.19,958289.06,13.15,240,2021-06-05,2041-06-05,D,ACTIVE
LN01263,LN8625001263,CU02707,PR014,BR010,OF0059,HOME_LOAN,154343.96,78150.08,7.60,36,2021-06-27,2024-06-27,B,CLOSED
LN01264,LN8541001264,CU03045,PR010,BR005,OF0080,PERSONAL_LOAN,4544123.48,3233471.11,8.83,240,2022-10-28,2042-10-28,A,ACTIVE
LN01265,LN7506001265,CU01276,PR015,BR010,OF0006,HOME_LOAN,2327261.75,511802.24,12.37,60,2023-11-11,2028-11-11,A,CLOSED
LN01266,LN4702001266,CU02920,PR014,BR008,OF0075,HOME_LOAN,2575751.41,277484.97,7.85,60,2019-05-14,2024-05-14,B,ACTIVE
LN01267,LN4493001267,CU04479,PR013,BR009,OF0076,HOME_LOAN,1567474.30,1369806.05,8.41,240,2022-12-29,2042-12-29,A,CLOSED
LN01268,LN9985001268,CU04894,PR015,BR008,OF0082,HOME_LOAN,1617687.25,923263.30,7.29,12,2022-04-21,2023-04-21,B,DEFAULTED
LN01269,LN5511001269,CU01011,PR014,BR010,OF0004,HOME_LOAN,2331890.43,1444837.91,13.18,36,2023-12-08,2026-12-08,A,CLOSED
LN01270,LN2758001270,CU01169,PR011,BR009,OF0067,PERSONAL_LOAN,3644296.20,2324469.61,10.36,12,2019-03-10,2020-03-10,C,DEFAULTED
LN01271,LN5302001271,CU01648,PR012,BR006,OF0024,PERSONAL_LOAN,3767434.30,584690.57,12.67,240,2020-02-10,2040-02-10,A,DEFAULTED
LN01272,LN2611001272,CU03309,PR010,BR003,OF0035,PERSONAL_LOAN,4315631.41,2228167.66,12.70,12,2019-02-24,2020-02-24,C,ACTIVE
LN01273,LN2741001273,CU02301,PR014,BR001,OF0083,HOME_LOAN,2442169.08,1567169.99,11.09,60,2022-09-01,2027-09-01,A,ACTIVE
LN01274,LN1827001274,CU03669,PR013,BR008,OF0036,HOME_LOAN,1656182.31,1187383.34,10.02,60,2021-06-05,2026-06-05,B,ACTIVE
LN01275,LN2436001275,CU02569,PR012,BR001,OF0074,PERSONAL_LOAN,4696878.23,2668993.48,12.77,24,2023-05-07,2025-05-07,A,CLOSED
LN01276,LN4000001276,CU00344,PR010,BR008,OF0082,PERSONAL_LOAN,1741928.90,945517.99,14.28,60,2023-09-14,2028-09-14,C,CLOSED
LN01277,LN6958001277,CU00004,PR012,BR005,OF0042,PERSONAL_LOAN,2551183.53,1306484.40,15.70,120,2024-01-11,2034-01-11,B,CLOSED
LN01278,LN5244001278,CU03063,PR012,BR008,OF0075,PERSONAL_LOAN,3781223.73,3187191.86,8.23,12,2020-02-05,2021-02-05,B,CLOSED
LN01279,LN2011001279,CU04471,PR012,BR002,OF0026,PERSONAL_LOAN,3972544.54,2740881.29,7.95,36,2021-03-31,2024-03-31,B,DEFAULTED
LN01280,LN5132001280,CU02987,PR014,BR010,OF0033,HOME_LOAN,633720.34,242785.80,10.70,240,2021-09-12,2041-09-12,C,CLOSED
LN01281,LN3882001281,CU01506,PR014,BR002,OF0066,HOME_LOAN,2453462.93,556199.33,13.81,120,2021-04-30,2031-04-30,B,DEFAULTED
LN01282,LN5534001282,CU01844,PR014,BR001,OF0074,HOME_LOAN,2174295.25,1869117.00,10.48,12,2023-05-12,2024-05-12,C,CLOSED
LN01283,LN8144001283,CU02795,PR015,BR007,OF0028,HOME_LOAN,4907437.70,3072775.52,12.35,60,2022-01-03,2027-01-03,B,CLOSED
LN01284,LN5959001284,CU04023,PR012,BR009,OF0009,PERSONAL_LOAN,1838248.81,225304.18,9.17,240,2020-04-22,2040-04-22,C,DEFAULTED
LN01285,LN6445001285,CU03486,PR012,BR009,OF0052,PERSONAL_LOAN,493703.02,230720.21,13.33,180,2022-10-15,2037-10-15,B,ACTIVE
LN01286,LN6993001286,CU01107,PR010,BR010,OF0004,PERSONAL_LOAN,1415673.89,1086675.99,7.86,36,2024-05-18,2027-05-18,C,DEFAULTED
LN01287,LN5828001287,CU02016,PR011,BR001,OF0003,PERSONAL_LOAN,4909415.47,2852340.54,13.98,120,2019-04-17,2029-04-17,B,DEFAULTED
LN01288,LN9155001288,CU01951,PR014,BR003,OF0025,HOME_LOAN,3633427.87,2340685.75,9.71,24,2020-04-08,2022-04-08,C,CLOSED
LN01289,LN4756001289,CU02277,PR015,BR006,OF0024,HOME_LOAN,4220664.00,784613.41,13.59,180,2022-06-04,2037-06-04,C,ACTIVE
LN01290,LN8720001290,CU01822,PR011,BR006,OF0092,PERSONAL_LOAN,574538.47,141580.63,8.17,60,2022-03-31,2027-03-31,B,DEFAULTED
LN01291,LN2007001291,CU00940,PR012,BR005,OF0010,PERSONAL_LOAN,2504711.63,1446164.66,7.77,180,2023-09-15,2038-09-15,B,ACTIVE
LN01292,LN9734001292,CU03926,PR015,BR010,OF0033,HOME_LOAN,4161005.14,3333933.39,9.17,24,2020-06-08,2022-06-08,B,DEFAULTED
LN01293,LN7150001293,CU02783,PR014,BR004,OF0098,HOME_LOAN,4184984.17,494941.32,8.31,60,2022-05-10,2027-05-10,C,ACTIVE
LN01294,LN4728001294,CU03802,PR010,BR005,OF0055,PERSONAL_LOAN,659526.83,479627.98,8.81,180,2020-07-26,2035-07-26,A,CLOSED
LN01295,LN3098001295,CU00964,PR011,BR001,OF0003,PERSONAL_LOAN,2369527.83,1400473.59,13.08,24,2024-02-14,2026-02-14,B,DEFAULTED
LN01296,LN8451001296,CU02499,PR015,BR004,OF0084,HOME_LOAN,4617053.75,3802556.72,9.07,24,2018-11-04,2020-11-04,B,ACTIVE
LN01297,LN3332001297,CU04983,PR012,BR006,OF0048,PERSONAL_LOAN,2530913.41,364430.79,13.83,180,2019-05-18,2034-05-18,B,CLOSED
LN01298,LN8446001298,CU00330,PR013,BR007,OF0049,HOME_LOAN,3075491.77,992991.78,15.35,12,2020-09-18,2021-09-18,B,CLOSED
LN01299,LN4009001299,CU01256,PR011,BR008,OF0036,PERSONAL_LOAN,3427601.29,1812079.26,12.28,240,2021-04-22,2041-04-22,B,CLOSED
LN01300,LN6117001300,CU04929,PR015,BR006,OF0095,HOME_LOAN,4306706.72,1219237.39,7.70,24,2021-04-18,2023-04-18,B,CLOSED
LN01301,LN1694001301,CU02023,PR011,BR007,OF0049,PERSONAL_LOAN,374381.74,354370.70,11.29,240,2020-12-27,2040-12-27,A,ACTIVE
LN01302,LN1436001302,CU02665,PR012,BR001,OF0074,PERSONAL_LOAN,392555.21,156812.44,8.58,180,2023-10-31,2038-10-31,B,DEFAULTED
LN01303,LN4577001303,CU03492,PR013,BR006,OF0048,HOME_LOAN,2728650.52,1360555.47,12.47,60,2018-10-23,2023-10-23,A,ACTIVE
LN01304,LN1707001304,CU03723,PR013,BR010,OF0021,HOME_LOAN,2930301.02,629356.28,11.72,24,2023-07-28,2025-07-28,C,CLOSED
LN01305,LN4874001305,CU03665,PR014,BR002,OF0013,HOME_LOAN,2954119.76,2580108.03,10.00,240,2023-07-12,2043-07-12,B,ACTIVE
LN01306,LN3473001306,CU01538,PR010,BR006,OF0012,PERSONAL_LOAN,4538305.49,789455.49,12.09,180,2018-01-25,2033-01-25,C,DEFAULTED
LN01307,LN7842001307,CU04885,PR012,BR003,OF0045,PERSONAL_LOAN,4388723.63,1676031.67,11.87,240,2020-01-03,2040-01-03,C,ACTIVE
